ID,域,グループ,言語,全著者名,標題,掲載誌名,巻,号,開始ページ,終了ページ,出版年月日,DOI,PubmedID,業績種別,業績詳細種別,査読,責任著者,,IF
10,生命医科学域,分子細胞生物学・分子発生生物学,jpn,"田中,佐代子;小林,麻己人;三輪,佳宏",研究者のビジュアルコミュニケーションデザイン力を育成するeラーニング教材の開発,日本科学教育学会年会論文集,43,1,508,509,2019-07,10.14935/jssep.43.0_508,,論文,学術雑誌,0,0,,#N/A
10,生命医科学域,分子細胞生物学・分子発生生物学,jpn,"小林, 麻己人;三輪, 佳宏;田中, 佐代子",魅せて伝わる研究プレゼンテーション,ペトロテック,42,11,828,833,2019-12,,,論文,学術雑誌,0,1,,#N/A
11,生命医科学域,遺伝子制御学・分子腫瘍学,eng,"Hamada, Atsuko; Akagi, Eri; Yamasaki, Sachiko; Nakatao, Hirotaka; Obayashi, Fumitaka; Ohtaka, Manami; Nishimura, Ken; Nakanishi, Mahito; Toratani, Shigeaki; Okamoto, Tetsuji",Induction of integration-free human-induced pluripotent stem cells under serum- and feeder-free conditions,In vitro cellular & developmental biology. Animal,56,1,85,95,2019-11,10.1007/s11626-019-00412-w,31768763,論文,学術雑誌,1,0,,#N/A
11,生命医科学域,遺伝子制御学・分子腫瘍学,eng,"Liu, Shan;Suzuki, Hideaki;Ito, Hitomi;Korenaga, Tatsumi;Akatsu, Hiroyasu;Meno, Kohji;Uchida, Kazuhiko",Serum levels of proteins involved in amyloid-β clearance are related to cognitive decline and neuroimaging changes in mild cognitive impairment,"Alzheimer's & dementia (Amsterdam, Netherlands)",11,,85,97,2019-12,10.1016/j.dadm.2018.11.003,30671532,論文,学術雑誌,1,1,,#N/A
12,生命医科学域,生理化学,eng,"Kinoshita-Kawada M, Hasegawa H, Hongu T, Yanagi S, Kanaho Y, Masai I, Mishima T, Chen X, Tsuboi Y, Rao Y, Yuasa-Kawada J, Wu JY.",Explant Culture of the Embryonic Mouse Spinal Cord and Gene Transfer by ex vivo Electroporation,Bio-protocol,9,18,e3373,,1905-07,10.21769/BioProtoc.3373.,,,,,,,#N/A
13,生命医科学域,分子神経生物学,eng,"Okada, Takuya;Keino-Masu, Kazuko;Suto, Fumikazu;Mitchell, Kevin;Masu, Masayuki",Data for 3D reconstruction of the corticospinal tract in the wild-type and Semaphorin 6A knockout adult brain,Data in Brief,23,,103718,,2020-03,10.1016/j.dib.2019.103718,31372387,論文,学術雑誌,1,1,,#N/A
15,生命医科学域,微生物学,eng,"Ohniwa, Ryosuke L.;Hibino, Aiko",Generating process of Emerging Topics in the life sciences,Scientometrics ,121,3,1549,1561,2019-10,10.1007/s11192-019-03248-z,,論文,学術雑誌,1,1,,#N/A
15,生命医科学域,微生物学,eng,"Hsu CC, Hsu RB, Ohniwa RL, Chen JW, Yuan CT, Chia JS, and Jung CJ.",Neutrophil Extracellular Traps Enhance Staphylococcus Aureus Vegetation Formation through Interaction with Platelets in Infective Endocarditis.,Thromb Haemost,119,5,786,796,2019-05,10.1055/s-0039-1678665,,論文,学術雑誌,1,0,,#N/A
16,生命医科学域,寄生虫分子生物学,eng,"Thomas Mayers, Kazuya Morikawa, Aya Fukuda, Yukihide Watanabe, Yukari Okita, Emiko Noguchi, C.Kiong Ho",Involving high school students in medical science exchange programs: Experiences from the University of Tsukuba,Journal of Medical English Education,19,1,40,44,2020-02,,,論文,,1,1,,#N/A
17,生命医科学域,免疫学,jpn,柴垣 翔平、田原　聡子、渋谷 彰,マスト細胞上のアラジン-1はヤケヒョウダニによるマウス気道過敏性を抑制する,臨床免疫・アレルギー科 ,71,6,583,589,2019-06,,,論文,学術雑誌,0,1,,#N/A
18,生命医科学域,遺伝医学,eng,"Vince, Nicolas;Limou, Sophie;Daya, Michelle;Morii, Wataru;Rafaels, Nicholas;Geffard, Estelle;Douillard, Venceslas;Walencik, Alexandre;Boorgula, Meher Preethi;Chavan, Sameer;Vergara, Candelaria;Ortega, Victor E;Wilson, James G;Lange, Leslie A;Watson, Harold;Nicolae, Dan L;Meyers, Deborah A;Hansel, Nadia N;Ford, Jean G;Faruque, Mezbah U;Bleecker, Eugene R;Campbell, Monica;Beaty, Terri H;Ruczinski, Ingo;Mathias, Rasika A;Taub, Margaret A;Ober, Carole;Noguchi, Emiko;Barnes, Kathleen C;Torgerson, Dara;Gourraud, Pierre-Antoine",Association of HLA-DRB1∗09:01 with tIgE levels among African-ancestry individuals with asthma,The Journal of allergy and clinical immunology,146,1,147,155,2020-01,10.1016/j.jaci.2020.01.011,31981624,論文,学術雑誌,1,0,,#N/A
18,生命医科学域,遺伝医学,eng,"Noguchi, Emiko;Akiyama, Masato;Yagami, Akiko;Hirota, Tomomitsu;Okada, Yukinori;Kato, Zenichiro;Kishikawa, Reiko;Fukutomi, Yuma;Hide, Michihiro;Morita, Eishin;Aihara, Michiko;Hiragun, Makiko;Chinuki, Yuko;Okabe, Takahiro;Ito, Akiko;Adachi, Atsuko;Fukunaga, Atsushi;Kubota, Yumiko;Aoki, Toshiyuki;Aoki, Youko;Nishioka, Kazue;Adachi, Tetsuya;Kanazawa, Nobuo;Miyazawa, Hitoshi;Sakai, Hiroyuki;Kozuka, Takehito;Kitamura, Hideo;Hashizume, Hideo;Kanegane, Chiharu;Masuda, Koji;Sugiyama, Kumiya;Tokuda, Reiko;Furuta, Junichi;Higashimoto, Ikkou;Kato, Atsuko;Seishima, Mariko;Tajiri, Akihiko;Tomura, Atsuko;Taniguchi, Hiroko;Kojima, Hiroto;Tanaka, Hidenori;Sakai, Aiko;Morii, Wataru;Nakamura, Masashi;Kamatani, Yoichiro;Takahashi, Atsushi;Kubo, Michiaki;Tamari, Mayumi;Saito, Hirohisa;Matsunaga, Kayoko",HLA-DQ and RBFOX1 as susceptibility genes for an outbreak of hydrolyzed wheat allergy,The Journal of allergy and clinical immunology,144,5,1354,1363,2019-07,10.1016/j.jaci.2019.06.034,31301374,論文,学術雑誌,1,1,,#N/A
18,生命医科学域,遺伝医学,jpn,宮寺浩子,HLAクラスIIの安定性測定によるペプチド結合能の評価,実験医学,37,,2270,2274,2019-09,,,論文,解説その他,0,1,,#N/A
19,生命医科学域,分子遺伝疫学,jpn,"川﨑, 綾",ANCA関連血管炎関連遺伝子,リウマチ科,63,2,184,188,2020-02,,,論文,学術雑誌,0,1,,#N/A
19,生命医科学域,分子遺伝疫学,eng,"Tsuchiya, Naoyuki;Kawasaki, Aya",HLA-DRB1 and FCGR2B: highlights of the first genome-wide association study of IgG4-related disease. ,The Lancet Rheumatology,1,1,e2,e3,2019-09,10.1016/S2665-9913(19)30015-3,,論文,学術雑誌,1,1,,#N/A
19,生命医科学域,分子遺伝疫学,jpn,"土屋, 尚之;横山　望",全身性エリテマトーデス-ゲノム解析から推測される発症関連分子経路-,臨床免疫・アレルギー科,72,,363,371,2019-10,,,論文,学術雑誌,0,0,,#N/A
20,生命医科学域,ゲノム生物学,eng,"Ly, Nhung Hong; Maekawa, Toshio; Yoshida, Keisuke; Liu, Yang; Muratani, Masafumi; Ishii, Shunsuke",RNA-Sequencing Analysis of Paternal Low-Protein Diet-Induced Gene Expression Change in Mouse Offspring Adipocytes,G3 (Bethesda),9,7,2161,2170,2019-04,10.1534/g3.119.400181,31289120,論文,学術雑誌,1,0,,#N/A
24,生命医科学域,医学物理学,eng,"Kobayashi, Daisuke; Isobe, Tomonori; Takada, Kenta; Mori, Yutaro; Takei, Hideyuki; Kumada, Hiroaki; Kamizawa, Satoshi; Tomita, Tetsuya; Sato, Eisuke; Yokota, Hiroshi; Sakae, Takeji",Establishment of a New Three-Dimensional Dose Evaluation Method Considering Variable Relative Biological Effectiveness and Dose Fractionation in Proton Therapy Combined with High-Dose-Rate Brachytherapy,Journal of Medical Physics,44,4,270,275,2020-01,10.4103/jmp.JMP_117_18,,論文,学術雑誌,1,0,,#N/A
24,生命医科学域,医学物理学,eng,"Kumada, Hiroaki; Susumu, Tanaka; Fujio Naito; Toshikazu, Kurihara; Takashi, Sugimura; Hideyuki, Sakurai; Akira, Matsumura; Takeji, Sakae",Neutron beam performance of iBNCT as linac-based neutron source for boron neutron capture therapy,EPJ Web of Conference,231,1003,1,4,2020-03,10.1051/epjconf/202023101003,,論文,学術雑誌,1,0,,#N/A
24,生命医科学域,医学物理学,jpn,"熊田,博明",筑波大学が挑む、細胞レベルでがんを治療するBNCTの研究開発,原子力産業新聞,,,,,2019-11,,,論文,解説その他,0,0,,#N/A
24,生命医科学域,医学物理学,jpn,"熊田, 博明;櫻井良憲;鬼柳善明",中性子を用いた次世代がん放射線治療：ホウ素中性子捕捉療法（BNCT）-原子炉から小型加速器へ-,日本原子力学会誌,61,6,469,473,2019-04,10.3327/jaesjb.61.6_469,,論文,学術雑誌,1,0,,#N/A
26,生命医科学域,環境生物学,eng,"Kumagai, Yoshito;M, Akiyama;T, Unoki",Adaptive Responses to Electrophilic Stress and Reactive Sulfur Species as their Regulator Molecules.,Toxicological research,35,4,303,310,2019-10,10.5487/TR.2019.35.4.303,31636841,論文,学術雑誌,1,1,,#N/A
26,生命医科学域,環境生物学,eng,"Fujie, Tomoya;Takenaka, Fukuta;Yoshida, Eiko;Yasuike, Shuji;Fujiwara, Yasuyuki;Shinkai, Yasuhiro;Kumagai, Yoshito;Yamamoto, Chika;Kaji, Toshiyuki","Possible mechanisms underlying transcriptional induction of metallothionein isoforms by tris(pentafluorophenyl)stibane, tris(pentafluorophenyl)arsane, and tris(pentafluorophenyl)phosphane in cultured bovine aortic endothelial cells",The Journal of toxicological sciences,44,5,327,333,2019-04,10.2131/jts.44.327,31068538,論文,学術雑誌,1,0,,#N/A
27,生命医科学域,環境微生物学,eng,"Sugasawa T, Aoki K, Watanabe K, Yanazawa K, Natsume T, Takemasa T, Yamaguchi K, Takeuchi Y, Aita Y, Yahagi N, Yoshida Y, Tokinoya K, Sekine N, Takeuchi K, Ueda H, Kawakami Y, Shimizu S, Takekoshi K.","Detection of Transgenes in Gene Delivery Model Mice by Adenoviral Vector Using ddPCR.

",Genes (Basel),10,6,E436,,2019-06,https://doi.org/10.3390/genes10060436,31181711,論文,学術雑誌,1,1,,#N/A
28,生命医科学域,産業精神医学・宇宙医学,eng,"Hori, Daisuke;Oi, Yuichi;Ohtaki, Yu;Christina-Sylvia, Andrea;Tsukasa, Takahashi;Nagisa, Shiraki;Tomohiko, Ikeda;Yuh, Ikeda;Shotaro, Doki;Sasahara, Shinichiro;Matsuzaki, ichiyo","Association between flourishing mental health and occupational stress among workers of Tsukuba Science City, Japan: a cross-sectional study",Enviromental health and Preventive Medicine,24,64,0823,0827,2019-11,10.1186/s12199-019-0823-7,31775617,論文,学術雑誌,1,1,,#N/A
28,生命医科学域,産業精神医学・宇宙医学,eng,"Doki, Shotaro,;Hori, Daisuke;Sasahara, Shinichiro;Yasuhito, Hirai;Oi, Yuichi;yuh, Ohtaki;Christina-Sylvia, Andrea;Hishikawa, Kunitoshi;Malyshevskaya, Olga;Mori, Rintaro;Matsuzaki, ichiyo",Biomarkers for detecting psychological stress of simulated spaceflight mission in a confined environment:a structured review,宇宙航空環境医学,56,2,11,24,2019-12,,,論文,学術雑誌,1,1,,#N/A
28,生命医科学域,産業精神医学・宇宙医学,eng,"Tsukasa, Takahashi;Daisuke, Hori;Tomohiko, Ikeda;Yuh, Ikeda;Nagisa, Shiraki;Christina-Sylvia, Andrea;Yuh, Ohtaki;Shotaro, Doki;Ohi, Yuichi;Shinichiro, Sasahara;Matsuzaki, Ichiyo","Non-Regular Employment Status Is Associated with Psychological Distress among Young Researchers: A Cross-Sectional Study in Tsukuba, Japan",The Tohoku journal of experimental medicine,249,1,57,64,2019-09,10.1620/tjem.249.57,31564675,論文,学術雑誌,1,1,,#N/A
28,生命医科学域,産業精神医学・宇宙医学,eng,"Noriko Kojimahara;Go Muto;Koji Teruya;Kazuhiro Nogawa;Doki, Shotaro",Return-to-work in Japanese Occupational Health Settings: A Systematic Review and Recommendations,Tokyo Women's Medical University Journal,4,,9,16,2020-01,10.24488/twmuj.2019007,,論文,学術雑誌,1,0,,#N/A
32,生命医科学域,メタボロゲノミクス,eng,"Seo K, Tanaka K, Fukuda S, Arakawa K.",Complete Genome Sequences of Two Cutibacterium acnes Strains Isolated from an Orthopedic Surgical Site. ,Microbiology Resource Announcements,9,17,e-pub,e-pub,2020-04,10.1128/MRA.00290-20,32327511,論文,学術雑誌,1,0,,#N/A
32,生命医科学域,メタボロゲノミクス,eng,"Kitamoto S, Alteri CJ, Rodrigues M, Nagao-Kitamoto H, Sugihara K, Himpsl SD, Bazzi M, Miyoshi M, Nishioka T, Hayashi A, Morhardt TL, Kuffa P, Grasberger H, El-Zaatari M, Bishu S, Ishii C, Hirayama A, Eaton KA, Dogan B, Simpson KW, Inohara N, Mobley HLT, Kao JY, Fukuda S, Barnich N, Kamada N.",Dietary L-serine confers a competitive fitness advantage to Enterobacteriaceae in the inflamed gut. ,Nat Microbiology,5,1,116,125,2020-01,10.1038/s41564-019-0591-6,31686025,論文,学術雑誌,1,0,,#N/A
32,生命医科学域,メタボロゲノミクス,eng,"Tsukimi T, Watabe T, Tanaka K, Sato MP, Suzuki H, Tomita M, Fukuda S.",Draft Genome Sequences of Bifidobacterium animalis Consecutively Isolated from Healthy Japanese Individuals. ,Journal of Genomics,8,,37,42,2020-04,10.7150/jgen.38516,32328204,論文,学術雑誌,1,1,,#N/A
32,生命医科学域,メタボロゲノミクス,eng,"Tanaka K, Watabe T, Kato K, Tsukimi T, Sato MP, Odamaki T, Tomita M, Fukuda S.",Draft Genome Sequences of Enterococcus faecalis Strains Isolated from Healthy Japanese Individuals. ,Microbiology Resource Announcements,8,40,e-pub,e-pub,2019-10,10.1128/MRA.00832-19,31582450,論文,学術雑誌,1,1,,#N/A
32,生命医科学域,メタボロゲノミクス,eng,"Aw W, Jia H, Lyu W, Fukuda S, Tomita M, Otani L, Kato H.",Integrated omics profiling of dextran sodium sulfate-induced colitic mice supplemented with Wolfberry (Lycium barbarum). ,npj Science of Food,4,5,e-pub,e-pub,2020-03,10.1038/s41538-020-0065-5,32258419,論文,学術雑誌,1,0,,#N/A
33,生命医科学域,ケミカルバイオロジー・IT創薬,eng,"Shin, Woong-Hee;Kumazawa, Keiko;Imai, Kenichiro;Hirokawa, Takatsugu;Kihara, Daisuke",Current Challenges and Opportunities in Designing Protein-Protein Interaction Targeted Drugs,Advances and Applications in Bioinformatics and Chemistry,13,,11,25,2020-11,10.2147/AABC.S235542,33209039,論文,学術雑誌,1,0,,#N/A
33,生命医科学域,ケミカルバイオロジー・IT創薬,eng,"Harada, Ryuhei;Yoshino, Ryunosuke;Nishizawa, Hiroaki;Shigeta, Yasuteru",Parallel cascade selection molecular dynamics to screen for protein complexes generated by rigid docking,Journal of Molecular Graphics and Modelling,92,,94,99,2019-07,10.1016/j.jmgm.2019.07.007,31344548,論文,学術雑誌,1,0,,#N/A
33,生命医科学域,ケミカルバイオロジー・IT創薬,eng,"Adachi, Kanna;Yamada, Tomoshi;Ishizuka, Hayate;Oki, Mana;Tsunogae, Shunsuke;Shimada, Noriko;Chiba, Osamu;Orihara, Tatsuya;Hidaka, Masafumi;Hirokawa, Takatsugu;Odagi, Minami;Konoki, Keiichi;Yotsu-Yamashita, Mari;Nagasawa, Kazuo",Synthesis of C12-keto saxitoxin derivatives with unusual inhibitory activity against voltage-gated sodium channels,"Chemistry (Weinheim an der Bergstrasse, Germany)",26,9,2025,2033,2019-11,10.1002/chem.201904184,31769085,論文,学術雑誌,1,0,,#N/A
34,生命医科学域,バイオインフォマティクス,eng,"Ozaki,Haruka",An NMF-based approach to discover overlooked differentially expressed gene regions from single-cell RNA-seq data,NAR Genomics and Bioinformatics,2,1,lqz020,,2019-12,https://doi.org/10.1093/nargab/lqz020,,論文,学術雑誌,1,0,,#N/A
34,生命医科学域,バイオインフォマティクス,jpn,"内田, 恵理子;平松, 直人;犬飼, 直人;岩井, 謙一;渡辺, 武志;川崎, 秀吉;田村, 幸太朗;土屋, 貴穂;吉見, 英治;高橋, 則彦;伊原, 辰哉;藤本, 和則;山下, 晃人;小野, 貴士;高木, 観;小野, 竜一;内藤, 雄樹;井上, 貴雄",ゲノム編集技術を用いた遺伝子治療の開発動向,医薬品医療機器レギュラトリーサイエンス,50,8,443,453,2019-08,,,論文,解説その他,1,0,,#N/A
34,生命医科学域,バイオインフォマティクス,jpn,"尾崎,遼",厳選!ラボ活性化ツール,実験医学,37,14,2301,2310,2019-09,,,論文,解説その他,0,0,,#N/A
39,臨床医学域,腎臓内科学,jpn,高橋真由美、臼井丈一,【血管炎・炎症に伴う尿細管間質障害】多発血管炎性肉芽腫症,腎と透析,87,2,225,231,2019-08,,,論文,解説その他,1,1,,#N/A
39,臨床医学域,腎臓内科学,eng,"Kunihiro Yamagata, Junichi Hoshino, Hitoshi Sugiyama, Norio Hanafusa4 Yugo Shibagaki, Yasuhiro Komatsu, Tsuneo Konta, Naohiko Fujii, Eiichiro Kanda, Tadashi Sofue1, Kiyonobu Ishizuka, Masashi Kitagawa, Keiji Kono, Norikazu Hinamoto, Takayuki Miyai, Kiyomi Koike, Susumu Toda, Jumpei Hasegawa, Masayuki Yamanouchi, Ryuichi Yoshimura, Ryota Ishii, Shunsuke Goto, Hiroo Kawarazaki, Kentaro Takase, Fumika Taki, Mimiko Matsumura, Yoshihiko Raita, Satoko Sakurai, Tatsuya Shimizu, Suguru Yamanoto, Takehiko Kawaguchi, Hideyo Oguchi, Makoto Tsujita, Masahiko Yazawa, Akiko Uchida, Yasuhiro Ando, Satoru Kaneko, Atsuhiko Matsunaga, Taku Harada, Osamu Ito, Masahiro Kohzuki",Clinical practice guideline for renal rehabilitation: systematic reviews and recommendations of exercise therapies in patients with kidney diseases,Renal Replacement Therapy,5,1,28,,2019-04,10.1186/s41100-019-0209-8,,論文,解説その他,1,1,,#N/A
39,臨床医学域,腎臓内科学,eng,"Naoki Nakashima, Mitsuhiko Noda, Kohjiro Ueki, Tatsuhiko Koga, Michio Hayashi, Katsuya Yamazaki, Tomoko Nakagami, Makoto Ohara, Akira Gochi, Yasushi Matsumura, Michio Kimura, Kazuhiko Ohe, Dongchon Kang, Yoshiyuki Toya, Kunihiro Yamagata, Kotaro Yokote, Shunya Ikeda, Naohiro Mitsutake, Ryuichi Yamamoto, Yukio Tanizawa.",Recommended configuration for personal health records by standardized data item sets for diabetes mellitus and associated chronic diseases: a report from a collaborative initiative by six Japanese associations.,Diabetology International,10,2,85,92,2019-04,10.1007/s13340-019-00389-7,31139526,論文,学術雑誌,1,0,,#N/A
39,臨床医学域,腎臓内科学,jpn,"永井, 恵;山縣　邦弘",一過性蛋白尿で心血管死リスクが上昇、一過性eGFR低下は関連せず,国際医学短信（HealthDay News）,,,,,2019-11,,,論文,解説その他,0,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,高橋 一広、福田 佳奈子、井上 貴昭、山縣 香織、高野 恵輔、小田 竜也、鈴木 裕明、山縣 邦弘,学校教育を通した移植医療と臓器提供の啓発　ー中高生対象「いのちの学習会」ー,日本臨床腎移植学会雑誌,7,2,167,173,2019-12,,,論文,学術雑誌,1,0,,#N/A
39,臨床医学域,腎臓内科学,jpn,臼井俊明、山縣邦弘,高齢透析患者における食事療法,Geriatric Medicine,58,1,29,33,2020-01,,,論文,解説その他,0,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,"齋藤,知栄",残腎機能を維持するための生活習慣病管理,臨牀透析,35,4,415,421,2019-04,10.19020/CD.0000000860,,論文,学術雑誌,1,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,"山縣,邦弘",治療法の再整理とアップデートのために　専門家による私の治療　血栓性微小血管症(TMA),日本医事新報,,4968,47,47,2019-07,,,論文,解説その他,0,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,"山縣,邦弘",腎疾患の重症化予防,医学と薬学,76,7,941,942,2019-06,,,論文,解説その他,0,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,臼井丈一,"数週間の経過で進行する腎不全を呈した高齢患者
",内科 ,123,4,631,632,2019-04,10.15106/j_naika123_631,,論文,解説その他,0,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,"山縣,邦弘",成人期の腎疾患の予防と進行抑制の方策,腎臓,42,,18,22,2020-03,,,論文,解説その他,0,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,"堀北, 愛里;平井, 健太;中村, 太一;甲斐, 平康;山縣, 邦弘",総合病院水戸協同病院でのエテルカルセチド使用経験について,茨城厚生連病院学会雑誌,32,,9,11,2020-02,,,論文,学術雑誌,0,0,,#N/A
39,臨床医学域,腎臓内科学,jpn,"塩入, 瑛梨子;臼井, 俊明;堀越, 亮子;日野, 雅予;小林, 弘明",当院のover size conventional balloonを使用した3ヵ月開存率の検討,透析VAIVT ,1,,107,109,2019-12,,,論文,その他の会議発表論文,0,0,,#N/A
39,臨床医学域,腎臓内科学,jpn,"永井, 恵;臼井丈一;植田敦志;山縣邦弘",透析導入患者における可溶型NK細胞活性化受容体リガンドの解析,日本透析医会雑誌,34,1,122,125,2019-04,,,論文,学術雑誌,1,1,,#N/A
39,臨床医学域,腎臓内科学,jpn,"斎藤知栄;山縣, 邦弘",病診連携の観点からのたんぱく質制限の意義,医学のあゆみ,272,11,1147,1151,2020-03,,,論文,解説その他,0,1,,#N/A
40,臨床医学域,膠原病リウマチアレルギー内科学,eng,"Honda F, Tsuboi H, Toko H, Terasaki T, Terasaki M, Shimizu M, Ohyama A, Yagishita M, Takahashi H, Yokosawa M, Asashima H, Hagiwara S, Kondo Y, Matsumoto I, Sumida T.",Contrast Enhanced Computed Tomography Revealed Gallbladder Hemorrhage Due to Active Vasculitis in a Patient With Microscopic Polyangiitis,Journal of Clinical Rheumatology,25,6,84,85,2019-09,10.1097/RHU.0000000000000758.,29561470,論文,学術雑誌,1,0,,#N/A
